N,r_percent,r_actual,trial,algo,duration_ms
100,-,-,1,point,0.620
100,-,-,1,point_ikj,0.197
100,-,-,1,par_point,0.867
100,-,-,1,par_point_ikj,0.133
100,-,-,1,par_point_ikj_reduce,0.204
100,0,1,1,block,3.157
100,0,1,1,block_ikj,5.979
100,0,1,1,par_block_ikj,0.895
100,0,1,1,par_block_ikj2,0.588
100,0,1,1,par_block_pairs,1.577
100,2,2,1,block,1.059
100,2,2,1,block_ikj,1.960
100,2,2,1,par_block_ikj,0.360
100,2,2,1,par_block_ikj2,0.371
100,2,2,1,par_block_pairs,0.571
100,3,3,1,block,0.749
100,3,3,1,block_ikj,1.314
100,3,3,1,par_block_ikj,0.308
100,3,3,1,par_block_ikj2,0.821
100,3,3,1,par_block_pairs,0.382
100,-1,4,1,block,0.637
100,-1,4,1,block_ikj,1.034
100,-1,4,1,par_block_ikj,0.347
100,-1,4,1,par_block_ikj2,0.458
100,-1,4,1,par_block_pairs,0.298
100,5,5,1,block,0.619
100,5,5,1,block_ikj,0.747
100,5,5,1,par_block_ikj,0.268
100,5,5,1,par_block_ikj2,0.521
100,5,5,1,par_block_pairs,0.340
100,7.5,8,1,block,0.592
100,7.5,8,1,block_ikj,0.708
100,7.5,8,1,par_block_ikj,0.212
100,7.5,8,1,par_block_ikj2,0.430
100,7.5,8,1,par_block_pairs,0.284
100,10,10,1,block,0.560
100,10,10,1,block_ikj,0.455
100,10,10,1,par_block_ikj,0.212
100,10,10,1,par_block_ikj2,0.300
100,10,10,1,par_block_pairs,0.221
100,15,15,1,block,0.558
100,15,15,1,block_ikj,0.405
100,15,15,1,par_block_ikj,0.193
100,15,15,1,par_block_ikj2,0.346
100,15,15,1,par_block_pairs,0.315
100,-1,16,1,block,0.494
100,-1,16,1,block_ikj,0.456
100,-1,16,1,par_block_ikj,0.204
100,-1,16,1,par_block_ikj2,0.285
100,-1,16,1,par_block_pairs,0.302
100,-1,20,1,block,0.511
100,-1,20,1,block_ikj,0.325
100,-1,20,1,par_block_ikj,0.153
100,-1,20,1,par_block_ikj2,0.234
100,-1,20,1,par_block_pairs,0.250
100,30,30,1,block,0.490
100,30,30,1,block_ikj,0.274
100,30,30,1,par_block_ikj,0.146
100,30,30,1,par_block_ikj2,0.295
100,30,30,1,par_block_pairs,0.186
100,-1,32,1,block,0.495
100,-1,32,1,block_ikj,0.291
100,-1,32,1,par_block_ikj,0.209
100,-1,32,1,par_block_ikj2,0.537
100,-1,32,1,par_block_pairs,0.193
100,40,40,1,block,0.503
100,40,40,1,block_ikj,0.260
100,40,40,1,par_block_ikj,0.152
100,40,40,1,par_block_ikj2,0.311
100,40,40,1,par_block_pairs,0.241
100,50,50,1,block,0.555
100,50,50,1,block_ikj,0.213
100,50,50,1,par_block_ikj,0.149
100,50,50,1,par_block_ikj2,0.361
100,50,50,1,par_block_pairs,0.144
100,-1,64,1,block,0.557
100,-1,64,1,block_ikj,0.227
100,-1,64,1,par_block_ikj,0.174
100,-1,64,1,par_block_ikj2,0.459
100,-1,64,1,par_block_pairs,0.163
100,75,75,1,block,0.740
100,75,75,1,block_ikj,0.273
100,75,75,1,par_block_ikj,0.289
100,75,75,1,par_block_ikj2,0.534
100,75,75,1,par_block_pairs,0.129
100,100,100,1,block,0.639
100,100,100,1,block_ikj,0.198
100,100,100,1,par_block_ikj,0.186
100,100,100,1,par_block_ikj2,0.666
100,100,100,1,par_block_pairs,0.201
100,-,-,2,point,0.620
100,-,-,2,point_ikj,0.179
100,-,-,2,par_point,0.188
100,-,-,2,par_point_ikj,0.146
100,-,-,2,par_point_ikj_reduce,0.191
100,0,1,2,block,3.287
100,0,1,2,block_ikj,5.605
100,0,1,2,par_block_ikj,0.996
100,0,1,2,par_block_ikj2,0.617
100,0,1,2,par_block_pairs,1.159
100,2,2,2,block,1.048
100,2,2,2,block_ikj,1.948
100,2,2,2,par_block_ikj,0.388
100,2,2,2,par_block_ikj2,0.296
100,2,2,2,par_block_pairs,0.805
100,3,3,2,block,0.799
100,3,3,2,block_ikj,1.312
100,3,3,2,par_block_ikj,0.384
100,3,3,2,par_block_ikj2,0.462
100,3,3,2,par_block_pairs,0.445
100,-1,4,2,block,0.613
100,-1,4,2,block_ikj,1.074
100,-1,4,2,par_block_ikj,0.290
100,-1,4,2,par_block_ikj2,0.302
100,-1,4,2,par_block_pairs,0.884
100,5,5,2,block,0.600
100,5,5,2,block_ikj,0.770
100,5,5,2,par_block_ikj,0.339
100,5,5,2,par_block_ikj2,0.416
100,5,5,2,par_block_pairs,0.480
100,7.5,8,2,block,0.556
100,7.5,8,2,block_ikj,0.641
100,7.5,8,2,par_block_ikj,0.214
100,7.5,8,2,par_block_ikj2,0.313
100,7.5,8,2,par_block_pairs,0.341
100,10,10,2,block,0.707
100,10,10,2,block_ikj,0.449
100,10,10,2,par_block_ikj,0.303
100,10,10,2,par_block_ikj2,0.417
100,10,10,2,par_block_pairs,0.553
100,15,15,2,block,0.517
100,15,15,2,block_ikj,0.372
100,15,15,2,par_block_ikj,0.238
100,15,15,2,par_block_ikj2,0.446
100,15,15,2,par_block_pairs,0.241
100,-1,16,2,block,0.497
100,-1,16,2,block_ikj,0.399
100,-1,16,2,par_block_ikj,0.170
100,-1,16,2,par_block_ikj2,0.273
100,-1,16,2,par_block_pairs,0.342
100,-1,20,2,block,0.483
100,-1,20,2,block_ikj,0.320
100,-1,20,2,par_block_ikj,0.180
100,-1,20,2,par_block_ikj2,0.269
100,-1,20,2,par_block_pairs,0.248
100,30,30,2,block,0.489
100,30,30,2,block_ikj,0.330
100,30,30,2,par_block_ikj,0.153
100,30,30,2,par_block_ikj2,0.268
100,30,30,2,par_block_pairs,0.158
100,-1,32,2,block,0.496
100,-1,32,2,block_ikj,0.272
100,-1,32,2,par_block_ikj,0.161
100,-1,32,2,par_block_ikj2,0.298
100,-1,32,2,par_block_pairs,0.148
100,40,40,2,block,0.501
100,40,40,2,block_ikj,0.303
100,40,40,2,par_block_ikj,0.168
100,40,40,2,par_block_ikj2,0.309
100,40,40,2,par_block_pairs,0.167
100,50,50,2,block,0.518
100,50,50,2,block_ikj,0.260
100,50,50,2,par_block_ikj,0.194
100,50,50,2,par_block_ikj2,0.454
100,50,50,2,par_block_pairs,0.173
100,-1,64,2,block,0.522
100,-1,64,2,block_ikj,0.193
100,-1,64,2,par_block_ikj,0.190
100,-1,64,2,par_block_ikj2,0.463
100,-1,64,2,par_block_pairs,0.151
100,75,75,2,block,0.524
100,75,75,2,block_ikj,0.194
100,75,75,2,par_block_ikj,0.207
100,75,75,2,par_block_ikj2,0.530
100,75,75,2,par_block_pairs,0.142
100,100,100,2,block,0.605
100,100,100,2,block_ikj,0.184
100,100,100,2,par_block_ikj,0.198
100,100,100,2,par_block_ikj2,0.710
100,100,100,2,par_block_pairs,0.245
100,-,-,3,point,0.621
100,-,-,3,point_ikj,0.199
100,-,-,3,par_point,0.394
100,-,-,3,par_point_ikj,0.132
100,-,-,3,par_point_ikj_reduce,0.331
100,0,1,3,block,3.238
100,0,1,3,block_ikj,5.574
100,0,1,3,par_block_ikj,1.633
100,0,1,3,par_block_ikj2,0.606
100,0,1,3,par_block_pairs,1.207
100,2,2,3,block,1.035
100,2,2,3,block_ikj,1.992
100,2,2,3,par_block_ikj,0.489
100,2,2,3,par_block_ikj2,0.683
100,2,2,3,par_block_pairs,0.721
100,3,3,3,block,0.745
100,3,3,3,block_ikj,1.305
100,3,3,3,par_block_ikj,0.420
100,3,3,3,par_block_ikj2,0.396
100,3,3,3,par_block_pairs,0.497
100,-1,4,3,block,0.614
100,-1,4,3,block_ikj,1.046
100,-1,4,3,par_block_ikj,0.242
100,-1,4,3,par_block_ikj2,0.493
100,-1,4,3,par_block_pairs,0.572
100,5,5,3,block,0.575
100,5,5,3,block_ikj,0.704
100,5,5,3,par_block_ikj,0.299
100,5,5,3,par_block_ikj2,0.311
100,5,5,3,par_block_pairs,0.273
100,7.5,8,3,block,0.541
100,7.5,8,3,block_ikj,0.634
100,7.5,8,3,par_block_ikj,0.254
100,7.5,8,3,par_block_ikj2,0.317
100,7.5,8,3,par_block_pairs,0.332
100,10,10,3,block,0.562
100,10,10,3,block_ikj,0.500
100,10,10,3,par_block_ikj,0.322
100,10,10,3,par_block_ikj2,0.411
100,10,10,3,par_block_pairs,0.261
100,15,15,3,block,0.513
100,15,15,3,block_ikj,0.369
100,15,15,3,par_block_ikj,0.167
100,15,15,3,par_block_ikj2,0.268
100,15,15,3,par_block_pairs,0.183
100,-1,16,3,block,0.509
100,-1,16,3,block_ikj,0.410
100,-1,16,3,par_block_ikj,0.238
100,-1,16,3,par_block_ikj2,0.288
100,-1,16,3,par_block_pairs,0.173
100,-1,20,3,block,0.528
100,-1,20,3,block_ikj,0.350
100,-1,20,3,par_block_ikj,0.127
100,-1,20,3,par_block_ikj2,0.218
100,-1,20,3,par_block_pairs,0.204
100,30,30,3,block,0.490
100,30,30,3,block_ikj,0.260
100,30,30,3,par_block_ikj,0.150
100,30,30,3,par_block_ikj2,0.304
100,30,30,3,par_block_pairs,0.207
100,-1,32,3,block,0.523
100,-1,32,3,block_ikj,0.289
100,-1,32,3,par_block_ikj,0.164
100,-1,32,3,par_block_ikj2,0.287
100,-1,32,3,par_block_pairs,0.189
100,40,40,3,block,0.546
100,40,40,3,block_ikj,0.282
100,40,40,3,par_block_ikj,0.210
100,40,40,3,par_block_ikj2,0.421
100,40,40,3,par_block_pairs,0.157
100,50,50,3,block,0.682
100,50,50,3,block_ikj,0.202
100,50,50,3,par_block_ikj,0.147
100,50,50,3,par_block_ikj2,0.391
100,50,50,3,par_block_pairs,0.150
100,-1,64,3,block,0.544
100,-1,64,3,block_ikj,0.214
100,-1,64,3,par_block_ikj,0.182
100,-1,64,3,par_block_ikj2,0.431
100,-1,64,3,par_block_pairs,0.123
100,75,75,3,block,0.560
100,75,75,3,block_ikj,0.225
100,75,75,3,par_block_ikj,0.205
100,75,75,3,par_block_ikj2,0.527
100,75,75,3,par_block_pairs,0.147
100,100,100,3,block,0.761
100,100,100,3,block_ikj,0.237
100,100,100,3,par_block_ikj,0.205
100,100,100,3,par_block_ikj2,0.734
100,100,100,3,par_block_pairs,0.200
100,-,-,4,point,0.596
100,-,-,4,point_ikj,0.183
100,-,-,4,par_point,0.281
100,-,-,4,par_point_ikj,0.158
100,-,-,4,par_point_ikj_reduce,0.226
100,0,1,4,block,3.151
100,0,1,4,block_ikj,5.602
100,0,1,4,par_block_ikj,0.884
100,0,1,4,par_block_ikj2,0.567
100,0,1,4,par_block_pairs,1.357
100,2,2,4,block,1.107
100,2,2,4,block_ikj,2.213
100,2,2,4,par_block_ikj,0.611
100,2,2,4,par_block_ikj2,0.426
100,2,2,4,par_block_pairs,0.541
100,3,3,4,block,0.717
100,3,3,4,block_ikj,1.276
100,3,3,4,par_block_ikj,0.301
100,3,3,4,par_block_ikj2,0.356
100,3,3,4,par_block_pairs,0.749
100,-1,4,4,block,0.603
100,-1,4,4,block_ikj,0.992
100,-1,4,4,par_block_ikj,0.330
100,-1,4,4,par_block_ikj2,0.344
100,-1,4,4,par_block_pairs,0.364
100,5,5,4,block,0.611
100,5,5,4,block_ikj,0.733
100,5,5,4,par_block_ikj,0.295
100,5,5,4,par_block_ikj2,0.244
100,5,5,4,par_block_pairs,0.372
100,7.5,8,4,block,0.556
100,7.5,8,4,block_ikj,0.657
100,7.5,8,4,par_block_ikj,0.214
100,7.5,8,4,par_block_ikj2,0.324
100,7.5,8,4,par_block_pairs,0.271
100,10,10,4,block,0.540
100,10,10,4,block_ikj,0.467
100,10,10,4,par_block_ikj,0.218
100,10,10,4,par_block_ikj2,0.393
100,10,10,4,par_block_pairs,0.255
100,15,15,4,block,0.524
100,15,15,4,block_ikj,0.407
100,15,15,4,par_block_ikj,0.183
100,15,15,4,par_block_ikj2,0.221
100,15,15,4,par_block_pairs,0.177
100,-1,16,4,block,0.499
100,-1,16,4,block_ikj,0.412
100,-1,16,4,par_block_ikj,0.193
100,-1,16,4,par_block_ikj2,0.329
100,-1,16,4,par_block_pairs,0.201
100,-1,20,4,block,0.513
100,-1,20,4,block_ikj,0.331
100,-1,20,4,par_block_ikj,0.213
100,-1,20,4,par_block_ikj2,0.335
100,-1,20,4,par_block_pairs,0.246
100,30,30,4,block,0.494
100,30,30,4,block_ikj,0.293
100,30,30,4,par_block_ikj,0.193
100,30,30,4,par_block_ikj2,0.322
100,30,30,4,par_block_pairs,0.187
100,-1,32,4,block,0.502
100,-1,32,4,block_ikj,0.294
100,-1,32,4,par_block_ikj,0.191
100,-1,32,4,par_block_ikj2,0.364
100,-1,32,4,par_block_pairs,0.418
100,40,40,4,block,0.518
100,40,40,4,block_ikj,0.231
100,40,40,4,par_block_ikj,0.187
100,40,40,4,par_block_ikj2,0.352
100,40,40,4,par_block_pairs,0.210
100,50,50,4,block,0.517
100,50,50,4,block_ikj,0.274
100,50,50,4,par_block_ikj,0.200
100,50,50,4,par_block_ikj2,0.405
100,50,50,4,par_block_pairs,0.179
100,-1,64,4,block,0.520
100,-1,64,4,block_ikj,0.193
100,-1,64,4,par_block_ikj,0.207
100,-1,64,4,par_block_ikj2,0.492
100,-1,64,4,par_block_pairs,0.213
100,75,75,4,block,0.574
100,75,75,4,block_ikj,0.212
100,75,75,4,par_block_ikj,0.338
100,75,75,4,par_block_ikj2,0.547
100,75,75,4,par_block_pairs,0.197
100,100,100,4,block,0.605
100,100,100,4,block_ikj,0.161
100,100,100,4,par_block_ikj,0.200
100,100,100,4,par_block_ikj2,0.668
100,100,100,4,par_block_pairs,0.212
100,-,-,5,point,0.594
100,-,-,5,point_ikj,0.168
100,-,-,5,par_point,0.219
100,-,-,5,par_point_ikj,0.164
100,-,-,5,par_point_ikj_reduce,0.226
100,0,1,5,block,3.235
100,0,1,5,block_ikj,5.630
100,0,1,5,par_block_ikj,0.863
100,0,1,5,par_block_ikj2,0.696
100,0,1,5,par_block_pairs,1.595
100,2,2,5,block,1.030
100,2,2,5,block_ikj,1.982
100,2,2,5,par_block_ikj,0.380
100,2,2,5,par_block_ikj2,0.386
100,2,2,5,par_block_pairs,0.660
100,3,3,5,block,0.746
100,3,3,5,block_ikj,1.325
100,3,3,5,par_block_ikj,0.513
100,3,3,5,par_block_ikj2,0.476
100,3,3,5,par_block_pairs,0.439
100,-1,4,5,block,0.600
100,-1,4,5,block_ikj,1.022
100,-1,4,5,par_block_ikj,0.286
100,-1,4,5,par_block_ikj2,0.263
100,-1,4,5,par_block_pairs,0.330
100,5,5,5,block,0.585
100,5,5,5,block_ikj,0.784
100,5,5,5,par_block_ikj,0.384
100,5,5,5,par_block_ikj2,0.318
100,5,5,5,par_block_pairs,0.354
100,7.5,8,5,block,0.504
100,7.5,8,5,block_ikj,0.642
100,7.5,8,5,par_block_ikj,0.198
100,7.5,8,5,par_block_ikj2,0.291
100,7.5,8,5,par_block_pairs,0.287
100,10,10,5,block,0.569
100,10,10,5,block_ikj,0.420
100,10,10,5,par_block_ikj,0.193
100,10,10,5,par_block_ikj2,0.259
100,10,10,5,par_block_pairs,0.263
100,15,15,5,block,0.591
100,15,15,5,block_ikj,0.440
100,15,15,5,par_block_ikj,0.264
100,15,15,5,par_block_ikj2,0.227
100,15,15,5,par_block_pairs,0.234
100,-1,16,5,block,0.481
100,-1,16,5,block_ikj,0.401
100,-1,16,5,par_block_ikj,0.176
100,-1,16,5,par_block_ikj2,0.260
100,-1,16,5,par_block_pairs,0.202
100,-1,20,5,block,0.483
100,-1,20,5,block_ikj,0.339
100,-1,20,5,par_block_ikj,0.176
100,-1,20,5,par_block_ikj2,0.246
100,-1,20,5,par_block_pairs,0.177
100,30,30,5,block,0.575
100,30,30,5,block_ikj,0.296
100,30,30,5,par_block_ikj,0.203
100,30,30,5,par_block_ikj2,0.324
100,30,30,5,par_block_pairs,0.208
100,-1,32,5,block,0.604
100,-1,32,5,block_ikj,0.288
100,-1,32,5,par_block_ikj,0.167
100,-1,32,5,par_block_ikj2,0.353
100,-1,32,5,par_block_pairs,0.291
100,40,40,5,block,0.503
100,40,40,5,block_ikj,0.225
100,40,40,5,par_block_ikj,0.164
100,40,40,5,par_block_ikj2,0.304
100,40,40,5,par_block_pairs,0.195
100,50,50,5,block,0.519
100,50,50,5,block_ikj,0.211
100,50,50,5,par_block_ikj,0.161
100,50,50,5,par_block_ikj2,0.363
100,50,50,5,par_block_pairs,0.174
100,-1,64,5,block,0.653
100,-1,64,5,block_ikj,0.285
100,-1,64,5,par_block_ikj,0.192
100,-1,64,5,par_block_ikj2,0.542
100,-1,64,5,par_block_pairs,0.178
100,75,75,5,block,0.527
100,75,75,5,block_ikj,0.229
100,75,75,5,par_block_ikj,0.197
100,75,75,5,par_block_ikj2,0.501
100,75,75,5,par_block_pairs,0.177
100,100,100,5,block,0.646
100,100,100,5,block_ikj,0.197
100,100,100,5,par_block_ikj,0.200
100,100,100,5,par_block_ikj2,0.699
100,100,100,5,par_block_pairs,0.200
100,-,-,6,point,0.646
100,-,-,6,point_ikj,0.195
100,-,-,6,par_point,0.254
100,-,-,6,par_point_ikj,0.210
100,-,-,6,par_point_ikj_reduce,0.338
100,0,1,6,block,3.241
100,0,1,6,block_ikj,5.556
100,0,1,6,par_block_ikj,1.041
100,0,1,6,par_block_ikj2,0.967
100,0,1,6,par_block_pairs,1.238
100,2,2,6,block,1.054
100,2,2,6,block_ikj,1.951
100,2,2,6,par_block_ikj,0.564
100,2,2,6,par_block_ikj2,0.297
100,2,2,6,par_block_pairs,0.601
100,3,3,6,block,0.725
100,3,3,6,block_ikj,1.284
100,3,3,6,par_block_ikj,0.324
100,3,3,6,par_block_ikj2,0.332
100,3,3,6,par_block_pairs,0.374
100,-1,4,6,block,0.651
100,-1,4,6,block_ikj,1.004
100,-1,4,6,par_block_ikj,0.351
100,-1,4,6,par_block_ikj2,0.313
100,-1,4,6,par_block_pairs,0.416
100,5,5,6,block,0.551
100,5,5,6,block_ikj,0.745
100,5,5,6,par_block_ikj,0.269
100,5,5,6,par_block_ikj2,0.275
100,5,5,6,par_block_pairs,0.302
100,7.5,8,6,block,0.506
100,7.5,8,6,block_ikj,0.655
100,7.5,8,6,par_block_ikj,0.230
100,7.5,8,6,par_block_ikj2,0.222
100,7.5,8,6,par_block_pairs,0.264
100,10,10,6,block,0.606
100,10,10,6,block_ikj,0.485
100,10,10,6,par_block_ikj,0.207
100,10,10,6,par_block_ikj2,0.296
100,10,10,6,par_block_pairs,0.190
100,15,15,6,block,0.531
100,15,15,6,block_ikj,0.369
100,15,15,6,par_block_ikj,0.201
100,15,15,6,par_block_ikj2,0.226
100,15,15,6,par_block_pairs,0.228
100,-1,16,6,block,0.538
100,-1,16,6,block_ikj,0.400
100,-1,16,6,par_block_ikj,0.201
100,-1,16,6,par_block_ikj2,0.217
100,-1,16,6,par_block_pairs,0.162
100,-1,20,6,block,0.491
100,-1,20,6,block_ikj,0.302
100,-1,20,6,par_block_ikj,0.142
100,-1,20,6,par_block_ikj2,0.231
100,-1,20,6,par_block_pairs,0.202
100,30,30,6,block,0.594
100,30,30,6,block_ikj,0.296
100,30,30,6,par_block_ikj,0.158
100,30,30,6,par_block_ikj2,0.267
100,30,30,6,par_block_pairs,0.209
100,-1,32,6,block,0.536
100,-1,32,6,block_ikj,0.269
100,-1,32,6,par_block_ikj,0.155
100,-1,32,6,par_block_ikj2,0.261
100,-1,32,6,par_block_pairs,0.227
100,40,40,6,block,0.507
100,40,40,6,block_ikj,0.248
100,40,40,6,par_block_ikj,0.163
100,40,40,6,par_block_ikj2,0.289
100,40,40,6,par_block_pairs,0.210
100,50,50,6,block,0.559
100,50,50,6,block_ikj,0.204
100,50,50,6,par_block_ikj,0.217
100,50,50,6,par_block_ikj2,0.426
100,50,50,6,par_block_pairs,0.165
100,-1,64,6,block,0.627
100,-1,64,6,block_ikj,0.214
100,-1,64,6,par_block_ikj,0.190
100,-1,64,6,par_block_ikj2,0.454
100,-1,64,6,par_block_pairs,0.191
100,75,75,6,block,0.544
100,75,75,6,block_ikj,0.216
100,75,75,6,par_block_ikj,0.213
100,75,75,6,par_block_ikj2,0.509
100,75,75,6,par_block_pairs,0.180
100,100,100,6,block,0.646
100,100,100,6,block_ikj,0.182
100,100,100,6,par_block_ikj,0.198
100,100,100,6,par_block_ikj2,0.674
100,100,100,6,par_block_pairs,0.291
100,-,-,7,point,0.677
100,-,-,7,point_ikj,0.200
100,-,-,7,par_point,0.213
100,-,-,7,par_point_ikj,0.137
100,-,-,7,par_point_ikj_reduce,0.222
100,0,1,7,block,3.154
100,0,1,7,block_ikj,5.569
100,0,1,7,par_block_ikj,1.376
100,0,1,7,par_block_ikj2,0.548
100,0,1,7,par_block_pairs,1.173
100,2,2,7,block,1.059
100,2,2,7,block_ikj,1.972
100,2,2,7,par_block_ikj,0.544
100,2,2,7,par_block_ikj2,0.490
100,2,2,7,par_block_pairs,0.720
100,3,3,7,block,0.727
100,3,3,7,block_ikj,1.294
100,3,3,7,par_block_ikj,0.330
100,3,3,7,par_block_ikj2,0.340
100,3,3,7,par_block_pairs,0.468
100,-1,4,7,block,0.620
100,-1,4,7,block_ikj,1.050
100,-1,4,7,par_block_ikj,0.402
100,-1,4,7,par_block_ikj2,0.390
100,-1,4,7,par_block_pairs,0.433
100,5,5,7,block,0.576
100,5,5,7,block_ikj,0.720
100,5,5,7,par_block_ikj,0.276
100,5,5,7,par_block_ikj2,0.287
100,5,5,7,par_block_pairs,0.280
100,7.5,8,7,block,0.503
100,7.5,8,7,block_ikj,0.687
100,7.5,8,7,par_block_ikj,0.392
100,7.5,8,7,par_block_ikj2,0.303
100,7.5,8,7,par_block_pairs,0.327
100,10,10,7,block,0.550
100,10,10,7,block_ikj,0.480
100,10,10,7,par_block_ikj,0.318
100,10,10,7,par_block_ikj2,0.306
100,10,10,7,par_block_pairs,0.304
100,15,15,7,block,0.556
100,15,15,7,block_ikj,0.453
100,15,15,7,par_block_ikj,0.169
100,15,15,7,par_block_ikj2,0.185
100,15,15,7,par_block_pairs,0.224
100,-1,16,7,block,0.625
100,-1,16,7,block_ikj,0.497
100,-1,16,7,par_block_ikj,0.442
100,-1,16,7,par_block_ikj2,0.487
100,-1,16,7,par_block_pairs,0.217
100,-1,20,7,block,0.489
100,-1,20,7,block_ikj,0.308
100,-1,20,7,par_block_ikj,0.266
100,-1,20,7,par_block_ikj2,0.312
100,-1,20,7,par_block_pairs,0.260
100,30,30,7,block,0.574
100,30,30,7,block_ikj,0.278
100,30,30,7,par_block_ikj,0.189
100,30,30,7,par_block_ikj2,0.314
100,30,30,7,par_block_pairs,0.194
100,-1,32,7,block,0.668
100,-1,32,7,block_ikj,0.366
100,-1,32,7,par_block_ikj,0.413
100,-1,32,7,par_block_ikj2,0.871
100,-1,32,7,par_block_pairs,0.278
100,40,40,7,block,0.558
100,40,40,7,block_ikj,0.265
100,40,40,7,par_block_ikj,0.177
100,40,40,7,par_block_ikj2,0.313
100,40,40,7,par_block_pairs,0.223
100,50,50,7,block,0.615
100,50,50,7,block_ikj,0.249
100,50,50,7,par_block_ikj,0.191
100,50,50,7,par_block_ikj2,0.409
100,50,50,7,par_block_pairs,0.209
100,-1,64,7,block,0.564
100,-1,64,7,block_ikj,0.321
100,-1,64,7,par_block_ikj,0.317
100,-1,64,7,par_block_ikj2,0.673
100,-1,64,7,par_block_pairs,0.189
100,75,75,7,block,0.535
100,75,75,7,block_ikj,0.235
100,75,75,7,par_block_ikj,0.233
100,75,75,7,par_block_ikj2,0.537
100,75,75,7,par_block_pairs,0.227
100,100,100,7,block,0.607
100,100,100,7,block_ikj,0.196
100,100,100,7,par_block_ikj,0.198
100,100,100,7,par_block_ikj2,0.687
100,100,100,7,par_block_pairs,0.204
100,-,-,8,point,0.597
100,-,-,8,point_ikj,0.183
100,-,-,8,par_point,0.330
100,-,-,8,par_point_ikj,0.421
100,-,-,8,par_point_ikj_reduce,0.241
100,0,1,8,block,3.241
100,0,1,8,block_ikj,5.946
100,0,1,8,par_block_ikj,1.178
100,0,1,8,par_block_ikj2,0.655
100,0,1,8,par_block_pairs,1.267
100,2,2,8,block,1.098
100,2,2,8,block_ikj,2.007
100,2,2,8,par_block_ikj,0.395
100,2,2,8,par_block_ikj2,0.540
100,2,2,8,par_block_pairs,0.714
100,3,3,8,block,0.724
100,3,3,8,block_ikj,1.283
100,3,3,8,par_block_ikj,0.307
100,3,3,8,par_block_ikj2,0.284
100,3,3,8,par_block_pairs,0.509
100,-1,4,8,block,0.654
100,-1,4,8,block_ikj,1.106
100,-1,4,8,par_block_ikj,0.271
100,-1,4,8,par_block_ikj2,0.390
100,-1,4,8,par_block_pairs,0.456
100,5,5,8,block,0.584
100,5,5,8,block_ikj,0.738
100,5,5,8,par_block_ikj,0.790
100,5,5,8,par_block_ikj2,0.277
100,5,5,8,par_block_pairs,0.271
100,7.5,8,8,block,0.524
100,7.5,8,8,block_ikj,0.951
100,7.5,8,8,par_block_ikj,0.338
100,7.5,8,8,par_block_ikj2,0.264
100,7.5,8,8,par_block_pairs,0.241
100,10,10,8,block,0.524
100,10,10,8,block_ikj,0.451
100,10,10,8,par_block_ikj,0.222
100,10,10,8,par_block_ikj2,0.294
100,10,10,8,par_block_pairs,0.288
100,15,15,8,block,0.518
100,15,15,8,block_ikj,0.405
100,15,15,8,par_block_ikj,0.180
100,15,15,8,par_block_ikj2,0.315
100,15,15,8,par_block_pairs,0.216
100,-1,16,8,block,0.546
100,-1,16,8,block_ikj,0.424
100,-1,16,8,par_block_ikj,0.286
100,-1,16,8,par_block_ikj2,0.458
100,-1,16,8,par_block_pairs,0.219
100,-1,20,8,block,0.482
100,-1,20,8,block_ikj,0.337
100,-1,20,8,par_block_ikj,0.175
100,-1,20,8,par_block_ikj2,0.279
100,-1,20,8,par_block_pairs,0.219
100,30,30,8,block,0.504
100,30,30,8,block_ikj,0.239
100,30,30,8,par_block_ikj,0.139
100,30,30,8,par_block_ikj2,0.234
100,30,30,8,par_block_pairs,0.124
100,-1,32,8,block,0.498
100,-1,32,8,block_ikj,0.253
100,-1,32,8,par_block_ikj,0.178
100,-1,32,8,par_block_ikj2,0.356
100,-1,32,8,par_block_pairs,0.284
100,40,40,8,block,0.634
100,40,40,8,block_ikj,0.260
100,40,40,8,par_block_ikj,0.168
100,40,40,8,par_block_ikj2,0.319
100,40,40,8,par_block_pairs,0.184
100,50,50,8,block,0.523
100,50,50,8,block_ikj,0.205
100,50,50,8,par_block_ikj,0.154
100,50,50,8,par_block_ikj2,0.363
100,50,50,8,par_block_pairs,0.154
100,-1,64,8,block,0.522
100,-1,64,8,block_ikj,0.229
100,-1,64,8,par_block_ikj,0.199
100,-1,64,8,par_block_ikj2,0.444
100,-1,64,8,par_block_pairs,0.163
100,75,75,8,block,0.570
100,75,75,8,block_ikj,0.285
100,75,75,8,par_block_ikj,0.285
100,75,75,8,par_block_ikj2,0.691
100,75,75,8,par_block_pairs,0.180
100,100,100,8,block,0.641
100,100,100,8,block_ikj,0.202
100,100,100,8,par_block_ikj,0.201
100,100,100,8,par_block_ikj2,0.674
100,100,100,8,par_block_pairs,0.255
100,-,-,9,point,0.666
100,-,-,9,point_ikj,0.192
100,-,-,9,par_point,0.213
100,-,-,9,par_point_ikj,0.215
100,-,-,9,par_point_ikj_reduce,0.224
100,0,1,9,block,3.278
100,0,1,9,block_ikj,5.972
100,0,1,9,par_block_ikj,1.030
100,0,1,9,par_block_ikj2,0.551
100,0,1,9,par_block_pairs,1.510
100,2,2,9,block,1.076
100,2,2,9,block_ikj,1.956
100,2,2,9,par_block_ikj,0.456
100,2,2,9,par_block_ikj2,0.319
100,2,2,9,par_block_pairs,0.846
100,3,3,9,block,0.761
100,3,3,9,block_ikj,1.287
