N,r_percent,r_actual,trial,algo,duration_ms
300,75,225,5,par_block_ikj2,12.294
300,75,225,5,par_block_pairs,3.045
300,-1,256,5,block,17.321
300,-1,256,5,block_ikj,4.390
300,-1,256,5,par_block_ikj,3.878
300,-1,256,5,par_block_ikj2,13.735
300,-1,256,5,par_block_pairs,3.176
300,100,300,5,block,18.058
300,100,300,5,block_ikj,4.410
300,100,300,5,par_block_ikj,4.275
300,100,300,5,par_block_ikj2,15.335
300,100,300,5,par_block_pairs,4.412
300,-,-,6,point,17.908
300,-,-,6,point_ikj,4.163
300,-,-,6,par_point,3.200
300,-,-,6,par_point_ikj,1.035
300,-,-,6,par_point_ikj_reduce,3.081
300,0,1,6,block,91.247
300,0,1,6,block_ikj,161.961
300,0,1,6,par_block_ikj,22.050
300,0,1,6,par_block_ikj2,12.275
300,0,1,6,par_block_pairs,24.244
300,-1,2,6,block,28.272
300,-1,2,6,block_ikj,51.937
300,-1,2,6,par_block_ikj,9.941
300,-1,2,6,par_block_ikj2,5.146
300,-1,2,6,par_block_pairs,8.745
300,1,3,6,block,19.210
300,1,3,6,block_ikj,34.293
300,1,3,6,par_block_ikj,7.554
300,1,3,6,par_block_ikj2,5.247
300,1,3,6,par_block_pairs,6.020
300,-1,4,6,block,16.964
300,-1,4,6,block_ikj,27.266
300,-1,4,6,par_block_ikj,5.029
300,-1,4,6,par_block_ikj2,5.848
300,-1,4,6,par_block_pairs,4.810
300,-1,5,6,block,15.641
300,-1,5,6,block_ikj,19.260
300,-1,5,6,par_block_ikj,5.140
300,-1,5,6,par_block_ikj2,5.071
300,-1,5,6,par_block_pairs,4.364
300,2,6,6,block,15.347
300,2,6,6,block_ikj,17.828
300,2,6,6,par_block_ikj,4.527
300,2,6,6,par_block_ikj2,3.672
300,2,6,6,par_block_pairs,3.312
300,-1,8,6,block,14.190
300,-1,8,6,block_ikj,16.691
300,-1,8,6,par_block_ikj,3.695
300,-1,8,6,par_block_ikj2,4.689
300,-1,8,6,par_block_pairs,3.190
300,3,9,6,block,16.148
300,3,9,6,block_ikj,11.888
300,3,9,6,par_block_ikj,3.937
300,3,9,6,par_block_ikj2,5.342
300,3,9,6,par_block_pairs,3.012
300,-1,10,6,block,14.493
300,-1,10,6,block_ikj,11.607
300,-1,10,6,par_block_ikj,2.734
300,-1,10,6,par_block_ikj2,3.468
300,-1,10,6,par_block_pairs,2.272
300,5,15,6,block,14.377
300,5,15,6,block_ikj,10.216
300,5,15,6,par_block_ikj,2.985
300,5,15,6,par_block_ikj2,4.010
300,5,15,6,par_block_pairs,2.167
300,-1,16,6,block,16.516
300,-1,16,6,block_ikj,11.611
300,-1,16,6,par_block_ikj,2.853
300,-1,16,6,par_block_ikj2,4.522
300,-1,16,6,par_block_pairs,2.455
300,-1,20,6,block,13.594
300,-1,20,6,block_ikj,8.455
300,-1,20,6,par_block_ikj,2.501
300,-1,20,6,par_block_ikj2,3.421
300,-1,20,6,par_block_pairs,1.862
300,7.5,23,6,block,14.049
300,7.5,23,6,block_ikj,7.728
300,7.5,23,6,par_block_ikj,1.897
300,7.5,23,6,par_block_ikj2,4.048
300,7.5,23,6,par_block_pairs,1.852
300,8,24,6,block,13.561
300,8,24,6,block_ikj,7.662
300,8,24,6,par_block_ikj,2.267
300,8,24,6,par_block_ikj2,4.623
300,8,24,6,par_block_pairs,2.014
300,10,30,6,block,14.178
300,10,30,6,block_ikj,5.880
300,10,30,6,par_block_ikj,2.332
300,10,30,6,par_block_ikj2,3.962
300,10,30,6,par_block_pairs,1.519
300,-1,32,6,block,13.468
300,-1,32,6,block_ikj,6.622
300,-1,32,6,par_block_ikj,1.845
300,-1,32,6,par_block_ikj2,4.124
300,-1,32,6,par_block_pairs,1.472
300,15,45,6,block,13.854
300,15,45,6,block_ikj,5.694
300,15,45,6,par_block_ikj,1.860
300,15,45,6,par_block_ikj2,3.285
300,15,45,6,par_block_pairs,1.841
300,-1,50,6,block,14.129
300,-1,50,6,block_ikj,4.918
300,-1,50,6,par_block_ikj,2.102
300,-1,50,6,par_block_ikj2,3.352
300,-1,50,6,par_block_pairs,1.610
300,-1,64,6,block,14.444
300,-1,64,6,block_ikj,5.163
300,-1,64,6,par_block_ikj,1.712
300,-1,64,6,par_block_ikj2,4.086
300,-1,64,6,par_block_pairs,2.038
300,30,90,6,block,16.129
300,30,90,6,block_ikj,4.590
300,30,90,6,par_block_ikj,2.045
300,30,90,6,par_block_ikj2,5.824
300,30,90,6,par_block_pairs,1.633
300,-1,100,6,block,16.896
300,-1,100,6,block_ikj,4.793
300,-1,100,6,par_block_ikj,1.990
300,-1,100,6,par_block_ikj2,5.995
300,-1,100,6,par_block_pairs,1.670
300,40,120,6,block,16.473
300,40,120,6,block_ikj,4.749
300,40,120,6,par_block_ikj,2.509
300,40,120,6,par_block_ikj2,7.539
300,40,120,6,par_block_pairs,2.017
300,-1,128,6,block,16.471
300,-1,128,6,block_ikj,4.506
300,-1,128,6,par_block_ikj,2.247
300,-1,128,6,par_block_ikj2,7.128
300,-1,128,6,par_block_pairs,2.088
300,50,150,6,block,17.342
300,50,150,6,block_ikj,4.247
300,50,150,6,par_block_ikj,2.464
300,50,150,6,par_block_ikj2,8.534
300,50,150,6,par_block_pairs,1.874
300,-1,200,6,block,17.436
300,-1,200,6,block_ikj,4.449
300,-1,200,6,par_block_ikj,3.292
300,-1,200,6,par_block_ikj2,10.670
300,-1,200,6,par_block_pairs,2.696
300,75,225,6,block,17.104
300,75,225,6,block_ikj,4.544
300,75,225,6,par_block_ikj,3.578
300,75,225,6,par_block_ikj2,12.273
300,75,225,6,par_block_pairs,2.836
300,-1,256,6,block,17.437
300,-1,256,6,block_ikj,4.393
300,-1,256,6,par_block_ikj,3.761
300,-1,256,6,par_block_ikj2,13.369
300,-1,256,6,par_block_pairs,3.725
300,100,300,6,block,18.386
300,100,300,6,block_ikj,4.246
300,100,300,6,par_block_ikj,4.020
300,100,300,6,par_block_ikj2,15.499
300,100,300,6,par_block_pairs,4.402
300,-,-,7,point,17.961
300,-,-,7,point_ikj,4.172
300,-,-,7,par_point,3.988
300,-,-,7,par_point_ikj,1.268
300,-,-,7,par_point_ikj_reduce,3.969
300,0,1,7,block,86.132
300,0,1,7,block_ikj,153.514
300,0,1,7,par_block_ikj,21.861
300,0,1,7,par_block_ikj2,12.302
300,0,1,7,par_block_pairs,24.361
300,-1,2,7,block,27.905
300,-1,2,7,block_ikj,51.981
300,-1,2,7,par_block_ikj,11.050
300,-1,2,7,par_block_ikj2,5.900
300,-1,2,7,par_block_pairs,8.820
300,1,3,7,block,19.679
300,1,3,7,block_ikj,34.686
300,1,3,7,par_block_ikj,6.419
300,1,3,7,par_block_ikj2,4.678
300,1,3,7,par_block_pairs,5.838
300,-1,4,7,block,17.184
300,-1,4,7,block_ikj,27.118
300,-1,4,7,par_block_ikj,5.404
300,-1,4,7,par_block_ikj2,5.617
300,-1,4,7,par_block_pairs,5.281
300,-1,5,7,block,15.542
300,-1,5,7,block_ikj,18.999
300,-1,5,7,par_block_ikj,4.717
300,-1,5,7,par_block_ikj2,5.117
300,-1,5,7,par_block_pairs,4.086
300,2,6,7,block,14.815
300,2,6,7,block_ikj,17.948
300,2,6,7,par_block_ikj,4.047
300,2,6,7,par_block_ikj2,3.672
300,2,6,7,par_block_pairs,3.459
300,-1,8,7,block,14.633
300,-1,8,7,block_ikj,17.072
300,-1,8,7,par_block_ikj,4.145
300,-1,8,7,par_block_ikj2,4.327
300,-1,8,7,par_block_pairs,3.263
300,3,9,7,block,15.920
300,3,9,7,block_ikj,12.102
300,3,9,7,par_block_ikj,2.517
300,3,9,7,par_block_ikj2,4.802
300,3,9,7,par_block_pairs,3.010
300,-1,10,7,block,14.689
300,-1,10,7,block_ikj,11.422
300,-1,10,7,par_block_ikj,3.320
300,-1,10,7,par_block_ikj2,3.523
300,-1,10,7,par_block_pairs,2.347
300,5,15,7,block,14.056
300,5,15,7,block_ikj,10.177
300,5,15,7,par_block_ikj,2.923
300,5,15,7,par_block_ikj2,4.499
300,5,15,7,par_block_pairs,1.922
300,-1,16,7,block,13.355
300,-1,16,7,block_ikj,10.101
300,-1,16,7,par_block_ikj,3.041
300,-1,16,7,par_block_ikj2,4.986
300,-1,16,7,par_block_pairs,2.735
300,-1,20,7,block,14.125
300,-1,20,7,block_ikj,8.320
300,-1,20,7,par_block_ikj,1.634
300,-1,20,7,par_block_ikj2,3.379
300,-1,20,7,par_block_pairs,1.561
300,7.5,23,7,block,13.335
300,7.5,23,7,block_ikj,8.082
300,7.5,23,7,par_block_ikj,1.719
300,7.5,23,7,par_block_ikj2,3.197
300,7.5,23,7,par_block_pairs,1.518
300,8,24,7,block,13.380
300,8,24,7,block_ikj,7.580
300,8,24,7,par_block_ikj,1.799
300,8,24,7,par_block_ikj2,3.541
300,8,24,7,par_block_pairs,1.428
300,10,30,7,block,13.569
300,10,30,7,block_ikj,6.190
300,10,30,7,par_block_ikj,1.853
300,10,30,7,par_block_ikj2,3.572
300,10,30,7,par_block_pairs,1.383
300,-1,32,7,block,13.533
300,-1,32,7,block_ikj,6.573
300,-1,32,7,par_block_ikj,2.182
300,-1,32,7,par_block_ikj2,4.996
300,-1,32,7,par_block_pairs,1.552
300,15,45,7,block,13.915
300,15,45,7,block_ikj,5.586
300,15,45,7,par_block_ikj,1.985
300,15,45,7,par_block_ikj2,4.868
300,15,45,7,par_block_pairs,1.512
300,-1,50,7,block,14.165
300,-1,50,7,block_ikj,5.043
300,-1,50,7,par_block_ikj,2.093
300,-1,50,7,par_block_ikj2,3.759
300,-1,50,7,par_block_pairs,1.546
300,-1,64,7,block,14.661
300,-1,64,7,block_ikj,5.106
300,-1,64,7,par_block_ikj,1.591
300,-1,64,7,par_block_ikj2,3.610
300,-1,64,7,par_block_pairs,1.557
300,30,90,7,block,16.263
300,30,90,7,block_ikj,4.798
300,30,90,7,par_block_ikj,1.905
300,30,90,7,par_block_ikj2,5.018
300,30,90,7,par_block_pairs,1.522
300,-1,100,7,block,16.537
300,-1,100,7,block_ikj,4.801
300,-1,100,7,par_block_ikj,2.029
300,-1,100,7,par_block_ikj2,5.679
300,-1,100,7,par_block_pairs,1.501
300,40,120,7,block,16.544
300,40,120,7,block_ikj,4.758
300,40,120,7,par_block_ikj,2.345
300,40,120,7,par_block_ikj2,6.787
300,40,120,7,par_block_pairs,1.569
300,-1,128,7,block,16.671
300,-1,128,7,block_ikj,4.490
300,-1,128,7,par_block_ikj,2.266
300,-1,128,7,par_block_ikj2,6.893
300,-1,128,7,par_block_pairs,2.076
300,50,150,7,block,17.425
300,50,150,7,block_ikj,4.290
300,50,150,7,par_block_ikj,2.976
300,50,150,7,par_block_ikj2,8.313
300,50,150,7,par_block_pairs,1.682
300,-1,200,7,block,17.181
300,-1,200,7,block_ikj,4.456
300,-1,200,7,par_block_ikj,3.122
300,-1,200,7,par_block_ikj2,10.657
300,-1,200,7,par_block_pairs,2.570
300,75,225,7,block,16.932
300,75,225,7,block_ikj,4.712
300,75,225,7,par_block_ikj,3.772
300,75,225,7,par_block_ikj2,11.984
300,75,225,7,par_block_pairs,3.007
300,-1,256,7,block,17.559
300,-1,256,7,block_ikj,4.445
300,-1,256,7,par_block_ikj,3.682
300,-1,256,7,par_block_ikj2,13.396
300,-1,256,7,par_block_pairs,3.259
300,100,300,7,block,18.464
300,100,300,7,block_ikj,4.269
300,100,300,7,par_block_ikj,4.356
300,100,300,7,par_block_ikj2,15.012
300,100,300,7,par_block_pairs,4.190
300,-,-,8,point,17.849
300,-,-,8,point_ikj,4.393
300,-,-,8,par_point,3.022
300,-,-,8,par_point_ikj,1.195
300,-,-,8,par_point_ikj_reduce,3.376
300,0,1,8,block,88.807
300,0,1,8,block_ikj,155.722
300,0,1,8,par_block_ikj,21.264
300,0,1,8,par_block_ikj2,12.361
300,0,1,8,par_block_pairs,24.454
300,-1,2,8,block,27.708
300,-1,2,8,block_ikj,52.020
300,-1,2,8,par_block_ikj,9.945
300,-1,2,8,par_block_ikj2,5.038
300,-1,2,8,par_block_pairs,9.419
300,1,3,8,block,19.434
300,1,3,8,block_ikj,34.238
300,1,3,8,par_block_ikj,6.726
300,1,3,8,par_block_ikj2,4.943
300,1,3,8,par_block_pairs,6.962
300,-1,4,8,block,17.096
300,-1,4,8,block_ikj,27.123
300,-1,4,8,par_block_ikj,5.495
300,-1,4,8,par_block_ikj2,5.462
300,-1,4,8,par_block_pairs,4.719
300,-1,5,8,block,15.341
300,-1,5,8,block_ikj,19.061
300,-1,5,8,par_block_ikj,4.148
300,-1,5,8,par_block_ikj2,5.298
300,-1,5,8,par_block_pairs,4.038
300,2,6,8,block,14.994
300,2,6,8,block_ikj,18.215
300,2,6,8,par_block_ikj,5.043
300,2,6,8,par_block_ikj2,4.639
300,2,6,8,par_block_pairs,3.017
300,-1,8,8,block,14.150
300,-1,8,8,block_ikj,16.977
300,-1,8,8,par_block_ikj,3.178
300,-1,8,8,par_block_ikj2,4.061
300,-1,8,8,par_block_pairs,2.825
300,3,9,8,block,14.509
300,3,9,8,block_ikj,12.153
300,3,9,8,par_block_ikj,3.490
300,3,9,8,par_block_ikj2,4.277
300,3,9,8,par_block_pairs,3.208
300,-1,10,8,block,15.745
300,-1,10,8,block_ikj,11.391
300,-1,10,8,par_block_ikj,3.367
300,-1,10,8,par_block_ikj2,4.296
300,-1,10,8,par_block_pairs,2.542
300,5,15,8,block,14.338
300,5,15,8,block_ikj,10.315
300,5,15,8,par_block_ikj,2.688
300,5,15,8,par_block_ikj2,4.279
300,5,15,8,par_block_pairs,2.144
300,-1,16,8,block,13.917
300,-1,16,8,block_ikj,9.886
300,-1,16,8,par_block_ikj,2.875
300,-1,16,8,par_block_ikj2,4.433
300,-1,16,8,par_block_pairs,2.193
300,-1,20,8,block,13.457
300,-1,20,8,block_ikj,8.523
300,-1,20,8,par_block_ikj,1.950
300,-1,20,8,par_block_ikj2,3.132
300,-1,20,8,par_block_pairs,1.784
300,7.5,23,8,block,13.764
300,7.5,23,8,block_ikj,7.919
300,7.5,23,8,par_block_ikj,1.605
300,7.5,23,8,par_block_ikj2,3.721
300,7.5,23,8,par_block_pairs,1.566
300,8,24,8,block,13.425
300,8,24,8,block_ikj,7.653
300,8,24,8,par_block_ikj,2.400
300,8,24,8,par_block_ikj2,3.490
300,8,24,8,par_block_pairs,1.634
300,10,30,8,block,13.257
300,10,30,8,block_ikj,6.143
300,10,30,8,par_block_ikj,1.894
300,10,30,8,par_block_ikj2,4.035
300,10,30,8,par_block_pairs,1.364
300,-1,32,8,block,13.466
300,-1,32,8,block_ikj,6.553
300,-1,32,8,par_block_ikj,2.035
300,-1,32,8,par_block_ikj2,4.218
300,-1,32,8,par_block_pairs,1.598
300,15,45,8,block,14.037
300,15,45,8,block_ikj,5.628
300,15,45,8,par_block_ikj,1.396
300,15,45,8,par_block_ikj2,4.465
300,15,45,8,par_block_pairs,1.469
300,-1,50,8,block,14.044
300,-1,50,8,block_ikj,4.994
300,-1,50,8,par_block_ikj,2.073
300,-1,50,8,par_block_ikj2,3.781
300,-1,50,8,par_block_pairs,1.529
300,-1,64,8,block,14.594
300,-1,64,8,block_ikj,5.271
300,-1,64,8,par_block_ikj,1.918
300,-1,64,8,par_block_ikj2,3.941
300,-1,64,8,par_block_pairs,1.786
300,30,90,8,block,16.587
300,30,90,8,block_ikj,4.804
300,30,90,8,par_block_ikj,1.801
300,30,90,8,par_block_ikj2,5.137
300,30,90,8,par_block_pairs,1.875
300,-1,100,8,block,16.735
300,-1,100,8,block_ikj,4.776
300,-1,100,8,par_block_ikj,2.095
300,-1,100,8,par_block_ikj2,5.959
300,-1,100,8,par_block_pairs,1.603
300,40,120,8,block,16.365
300,40,120,8,block_ikj,4.770
300,40,120,8,par_block_ikj,2.752
300,40,120,8,par_block_ikj2,7.137
300,40,120,8,par_block_pairs,2.203
300,-1,128,8,block,16.718
300,-1,128,8,block_ikj,4.799
300,-1,128,8,par_block_ikj,2.312
300,-1,128,8,par_block_ikj2,7.819
300,-1,128,8,par_block_pairs,2.053
300,50,150,8,block,17.142
300,50,150,8,block_ikj,4.457
300,50,150,8,par_block_ikj,2.583
300,50,150,8,par_block_ikj2,8.510
300,50,150,8,par_block_pairs,2.018
300,-1,200,8,block,17.218
300,-1,200,8,block_ikj,4.424
300,-1,200,8,par_block_ikj,3.031
300,-1,200,8,par_block_ikj2,10.980
300,-1,200,8,par_block_pairs,2.088
300,75,225,8,block,17.242
300,75,225,8,block_ikj,4.534
300,75,225,8,par_block_ikj,3.539
300,75,225,8,par_block_ikj2,12.052
300,75,225,8,par_block_pairs,3.224
300,-1,256,8,block,17.543
300,-1,256,8,block_ikj,4.359
300,-1,256,8,par_block_ikj,3.746
300,-1,256,8,par_block_ikj2,13.740
300,-1,256,8,par_block_pairs,3.131
300,100,300,8,block,18.376
300,100,300,8,block_ikj,3.959
300,100,300,8,par_block_ikj,4.014
300,100,300,8,par_block_ikj2,15.796
300,100,300,8,par_block_pairs,4.342
300,-,-,9,point,17.941
300,-,-,9,point_ikj,4.403
300,-,-,9,par_point,2.737
300,-,-,9,par_point_ikj,0.949
300,-,-,9,par_point_ikj_reduce,2.888
300,0,1,9,block,93.789
300,0,1,9,block_ikj,153.444
300,0,1,9,par_block_ikj,18.341
300,0,1,9,par_block_ikj2,12.340
300,0,1,9,par_block_pairs,23.917
300,-1,2,9,block,27.998
300,-1,2,9,block_ikj,51.777
300,-1,2,9,par_block_ikj,9.062
300,-1,2,9,par_block_ikj2,5.646
300,-1,2,9,par_block_pairs,8.736
300,1,3,9,block,19.281
300,1,3,9,block_ikj,34.422
300,1,3,9,par_block_ikj,6.769
300,1,3,9,par_block_ikj2,6.259
300,1,3,9,par_block_pairs,6.126
300,-1,4,9,block,16.495
300,-1,4,9,block_ikj,27.442
300,-1,4,9,par_block_ikj,5.761
300,-1,4,9,par_block_ikj2,5.740
300,-1,4,9,par_block_pairs,4.639
300,-1,5,9,block,15.672
300,-1,5,9,block_ikj,19.281
300,-1,5,9,par_block_ikj,3.622
300,-1,5,9,par_block_ikj2,3.977
300,-1,5,9,par_block_pairs,4.292
300,2,6,9,block,15.299
300,2,6,9,block_ikj,17.949
300,2,6,9,par_block_ikj,3.907
300,2,6,9,par_block_ikj2,5.126
300,2,6,9,par_block_pairs,3.776
300,-1,8,9,block,14.469
300,-1,8,9,block_ikj,17.328
300,-1,8,9,par_block_ikj,4.097
300,-1,8,9,par_block_ikj2,4.770
300,-1,8,9,par_block_pairs,3.157
300,3,9,9,block,14.158
300,3,9,9,block_ikj,11.899
300,3,9,9,par_block_ikj,2.800
300,3,9,9,par_block_ikj2,4.194
300,3,9,9,par_block_pairs,3.046
300,-1,10,9,block,15.951
300,-1,10,9,block_ikj,11.507
300,-1,10,9,par_block_ikj,3.044
300,-1,10,9,par_block_ikj2,3.944
300,-1,10,9,par_block_pairs,2.605
300,5,15,9,block,14.151
300,5,15,9,block_ikj,10.194
300,5,15,9,par_block_ikj,2.147
300,5,15,9,par_block_ikj2,4.184
300,5,15,9,par_block_pairs,2.080
300,-1,16,9,block,13.641
300,-1,16,9,block_ikj,9.709
300,-1,16,9,par_block_ikj,3.054
300,-1,16,9,par_block_ikj2,4.417
300,-1,16,9,par_block_pairs,2.648
300,-1,20,9,block,13.373
300,-1,20,9,block_ikj,9.540
300,-1,20,9,par_block_ikj,2.339
300,-1,20,9,par_block_ikj2,3.362
300,-1,20,9,par_block_pairs,2.253
300,7.5,23,9,block,13.562
300,7.5,23,9,block_ikj,8.179
300,7.5,23,9,par_block_ikj,1.923
300,7.5,23,9,par_block_ikj2,3.941
300,7.5,23,9,par_block_pairs,2.156
300,8,24,9,block,13.528
300,8,24,9,block_ikj,7.597
300,8,24,9,par_block_ikj,1.653
300,8,24,9,par_block_ikj2,3.702
300,8,24,9,par_block_pairs,1.662
300,10,30,9,block,13.276
300,10,30,9,block_ikj,5.807
300,10,30,9,par_block_ikj,1.683
300,10,30,9,par_block_ikj2,3.781
300,10,30,9,par_block_pairs,1.511
300,-1,32,9,block,13.498
300,-1,32,9,block_ikj,6.653
300,-1,32,9,par_block_ikj,2.589
300,-1,32,9,par_block_ikj2,3.782
300,-1,32,9,par_block_pairs,1.748
300,15,45,9,block,13.855
300,15,45,9,block_ikj,5.642
300,15,45,9,par_block_ikj,1.696
300,15,45,9,par_block_ikj2,4.967
300,15,45,9,par_block_pairs,1.576
300,-1,50,9,block,14.068
300,-1,50,9,block_ikj,4.954
300,-1,50,9,par_block_ikj,1.597
300,-1,50,9,par_block_ikj2,4.294
300,-1,50,9,par_block_pairs,1.509
300,-1,64,9,block,14.611
300,-1,64,9,block_ikj,5.206
300,-1,64,9,par_block_ikj,2.262
300,-1,64,9,par_block_ikj2,3.910
300,-1,64,9,par_block_pairs,2.137
300,30,90,9,block,16.136
300,30,90,9,block_ikj,4.723
300,30,90,9,par_block_ikj,1.752
300,30,90,9,par_block_ikj2,5.424
300,30,90,9,par_block_pairs,1.816
300,-1,100,9,block,16.437
300,-1,100,9,block_ikj,4.771
300,-1,100,9,par_block_ikj,1.905
300,-1,100,9,par_block_ikj2,6.036
300,-1,100,9,par_block_pairs,1.986
300,40,120,9,block,16.369
300,40,120,9,block_ikj,4.677
300,40,120,9,par_block_ikj,2.099
300,40,120,9,par_block_ikj2,7.351
300,40,120,9,par_block_pairs,1.859
300,-1,128,9,block,16.822
300,-1,128,9,block_ikj,4.724
300,-1,128,9,par_block_ikj,2.290
300,-1,128,9,par_block_ikj2,7.091
300,-1,128,9,par_block_pairs,1.850
300,50,150,9,block,17.402
300,50,150,9,block_ikj,4.250
300,50,150,9,par_block_ikj,2.567
300,50,150,9,par_block_ikj2,8.890
300,50,150,9,par_block_pairs,1.805
300,-1,200,9,block,17.198
300,-1,200,9,block_ikj,4.223
300,-1,200,9,par_block_ikj,3.151
300,-1,200,9,par_block_ikj2,10.930
300,-1,200,9,par_block_pairs,2.623
300,75,225,9,block,16.978
300,75,225,9,block_ikj,4.582
300,75,225,9,par_block_ikj,3.612
300,75,225,9,par_block_ikj2,11.830
300,75,225,9,par_block_pairs,3.284
300,-1,256,9,block,17.531
300,-1,256,9,block_ikj,4.415
300,-1,256,9,par_block_ikj,3.847
300,-1,256,9,par_block_ikj2,13.596
300,-1,256,9,par_block_pairs,3.190
300,100,300,9,block,18.287
300,100,300,9,block_ikj,4.126
300,100,300,9,par_block_ikj,4.378
300,100,300,9,par_block_ikj2,15.379
300,100,300,9,par_block_pairs,4.809
300,-,-,10,point,18.010
300,-,-,10,point_ikj,4.056
300,-,-,10,par_point,3.582
300,-,-,10,par_point_ikj,1.076
300,-,-,10,par_point_ikj_reduce,2.940
300,0,1,10,block,90.062
300,0,1,10,block_ikj,155.614
300,0,1,10,par_block_ikj,21.953
300,0,1,10,par_block_ikj2,12.241
300,0,1,10,par_block_pairs,23.766
300,-1,2,10,block,27.912
300,-1,2,10,block_ikj,51.786
300,-1,2,10,par_block_ikj,10.558
300,-1,2,10,par_block_ikj2,5.172
300,-1,2,10,par_block_pairs,9.072
300,1,3,10,block,19.350
300,1,3,10,block_ikj,34.572
300,1,3,10,par_block_ikj,7.209
300,1,3,10,par_block_ikj2,5.005
300,1,3,10,par_block_pairs,5.883
300,-1,4,10,block,16.810
300,-1,4,10,block_ikj,27.186
300,-1,4,10,par_block_ikj,5.607
300,-1,4,10,par_block_ikj2,5.732
300,-1,4,10,par_block_pairs,4.760
300,-1,5,10,block,15.992
300,-1,5,10,block_ikj,19.033
300,-1,5,10,par_block_ikj,4.562
300,-1,5,10,par_block_ikj2,5.428
300,-1,5,10,par_block_pairs,3.704
300,2,6,10,block,15.290
300,2,6,10,block_ikj,17.876
300,2,6,10,par_block_ikj,4.768
300,2,6,10,par_block_ikj2,5.073
300,2,6,10,par_block_pairs,3.585
300,-1,8,10,block,14.576
300,-1,8,10,block_ikj,16.797
300,-1,8,10,par_block_ikj,3.514
300,-1,8,10,par_block_ikj2,4.575
300,-1,8,10,par_block_pairs,4.001
300,3,9,10,block,14.427
300,3,9,10,block_ikj,12.881
300,3,9,10,par_block_ikj,3.473
300,3,9,10,par_block_ikj2,5.162
300,3,9,10,par_block_pairs,2.994
300,-1,10,10,block,15.796
300,-1,10,10,block_ikj,11.516
300,-1,10,10,par_block_ikj,2.419
300,-1,10,10,par_block_ikj2,3.903
300,-1,10,10,par_block_pairs,2.247
300,5,15,10,block,14.532
300,5,15,10,block_ikj,9.829
300,5,15,10,par_block_ikj,2.441
300,5,15,10,par_block_ikj2,5.233
300,5,15,10,par_block_pairs,2.829
300,-1,16,10,block,13.684
300,-1,16,10,block_ikj,9.899
300,-1,16,10,par_block_ikj,2.238
300,-1,16,10,par_block_ikj2,4.081
300,-1,16,10,par_block_pairs,2.105
300,-1,20,10,block,13.166
300,-1,20,10,block_ikj,8.421
300,-1,20,10,par_block_ikj,2.232
300,-1,20,10,par_block_ikj2,4.327
300,-1,20,10,par_block_pairs,2.095
300,7.5,23,10,block,13.515
300,7.5,23,10,block_ikj,7.789
300,7.5,23,10,par_block_ikj,2.198
300,7.5,23,10,par_block_ikj2,4.067
300,7.5,23,10,par_block_pairs,1.734
300,8,24,10,block,13.341
300,8,24,10,block_ikj,7.416
300,8,24,10,par_block_ikj,1.981
300,8,24,10,par_block_ikj2,4.214
300,8,24,10,par_block_pairs,1.554
300,10,30,10,block,13.958
300,10,30,10,block_ikj,6.259
300,10,30,10,par_block_ikj,2.117
300,10,30,10,par_block_ikj2,4.166
300,10,30,10,par_block_pairs,2.061
300,-1,32,10,block,13.479
300,-1,32,10,block_ikj,6.446
300,-1,32,10,par_block_ikj,1.822
300,-1,32,10,par_block_ikj2,4.761
300,-1,32,10,par_block_pairs,1.569
300,15,45,10,block,13.916
300,15,45,10,block_ikj,5.821
300,15,45,10,par_block_ikj,2.165
300,15,45,10,par_block_ikj2,3.099
300,15,45,10,par_block_pairs,1.626
300,-1,50,10,block,14.082
300,-1,50,10,block_ikj,4.798
300,-1,50,10,par_block_ikj,2.232
300,-1,50,10,par_block_ikj2,4.538
300,-1,50,10,par_block_pairs,1.345
300,-1,64,10,block,15.373
300,-1,64,10,block_ikj,5.172
300,-1,64,10,par_block_ikj,1.569
300,-1,64,10,par_block_ikj2,3.728
300,-1,64,10,par_block_pairs,1.851
300,30,90,10,block,15.918
300,30,90,10,block_ikj,4.576
300,30,90,10,par_block_ikj,1.986
300,30,90,10,par_block_ikj2,5.527
300,30,90,10,par_block_pairs,1.674
300,-1,100,10,block,16.540
300,-1,100,10,block_ikj,4.717
300,-1,100,10,par_block_ikj,1.902
300,-1,100,10,par_block_ikj2,5.768
300,-1,100,10,par_block_pairs,1.868
300,40,120,10,block,16.357
300,40,120,10,block_ikj,4.844
300,40,120,10,par_block_ikj,2.113
300,40,120,10,par_block_ikj2,6.529
300,40,120,10,par_block_pairs,1.982
300,-1,128,10,block,16.743
300,-1,128,10,block_ikj,4.664
300,-1,128,10,par_block_ikj,2.221
300,-1,128,10,par_block_ikj2,7.486
300,-1,128,10,par_block_pairs,2.050
300,50,150,10,block,17.160
300,50,150,10,block_ikj,4.375
300,50,150,10,par_block_ikj,3.367
300,50,150,10,par_block_ikj2,9.259
300,50,150,10,par_block_pairs,1.975
300,-1,200,10,block,17.152
300,-1,200,10,block_ikj,4.508
300,-1,200,10,par_block_ikj,3.117
300,-1,200,10,par_block_ikj2,11.063
300,-1,200,10,par_block_pairs,2.235
300,75,225,10,block,17.240
300,75,225,10,block_ikj,4.465
300,75,225,10,par_block_ikj,3.474
300,75,225,10,par_block_ikj2,13.331
300,75,225,10,par_block_pairs,3.514
300,-1,256,10,block,17.667
300,-1,256,10,block_ikj,4.439
300,-1,256,10,par_block_ikj,3.862
